"GEO_ID","NAME","B17018_001E","B17018_001M","B17018_002E","B17018_002M","B17018_003E","B17018_003M","B17018_004E","B17018_004M","B17018_005E","B17018_005M","B17018_006E","B17018_006M","B17018_007E","B17018_007M","B17018_008E","B17018_008M","B17018_009E","B17018_009M","B17018_010E","B17018_010M","B17018_011E","B17018_011M","B17018_012E","B17018_012M","B17018_013E","B17018_013M","B17018_014E","B17018_014M","B17018_015E","B17018_015M","B17018_016E","B17018_016M","B17018_017E","B17018_017M","B17018_018E","B17018_018M","B17018_019E","B17018_019M","B17018_020E","B17018_020M","B17018_021E","B17018_021M","B17018_022E","B17018_022M","B17018_023E","B17018_023M","B17018_024E","B17018_024M","B17018_025E","B17018_025M","B17018_026E","B17018_026M","B17018_027E","B17018_027M","B17018_028E","B17018_028M","B17018_029E","B17018_029M","B17018_030E","B17018_030M","B17018_031E","B17018_031M","B17018_032E","B17018_032M","B17018_033E","B17018_033M","B17018_034E","B17018_034M","B17018_035E","B17018_035M",
"860Z200US22542","ZCTA5 22542","540","188","15","19","8","14","0","13","0","13","4","9","4","9","7","12","0","13","0","13","0","13","0","13","0","13","7","12","0","13","7","12","0","13","0","13","525","188","482","188","12","19","222","127","98","73","150","117","43","38","11","20","11","20","0","13","0","13","0","13","32","34","19","23","0","13","13","23","0","13",
"860Z200US22546","ZCTA5 22546","4811","339","286","203","67","54","37","45","30","37","0","21","0","21","219","195","6","35","0","21","0","21","6","35","0","21","213","179","0","21","13","24","200","176","0","21","4525","357","3337","394","89","66","977","211","1195","299","1076","278","1188","297","241","130","122","114","91","82","23","25","5","11","947","268","173","139","339","148","210","127","225","155",
"860Z200US22548","ZCTA5 22548","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22551","ZCTA5 22551","5807","358","438","196","94","53","38","42","26","37","30","36","0","25","344","182","13","21","0","25","13","21","0","25","0","25","331","182","41","39","265","194","25","31","0","25","5369","319","4617","320","290","118","1148","236","1391","237","1788","220","752","184","234","109","43","41","49","46","115","82","27","43","518","137","46","40","177","68","240","97","55","39",
"860Z200US22553","ZCTA5 22553","4269","338","95","62","54","59","54","59","0","21","0","21","0","21","41","33","13","21","13","21","0","21","0","21","0","21","28","26","10","17","9","15","0","21","9","15","4174","339","3366","323","46","36","664","186","877","234","1779","260","808","180","259","100","44","48","76","54","90","56","49","35","549","161","19","29","141","75","253","129","136","70",
"860Z200US22554","ZCTA5 22554","15298","654","383","138","216","92","57","51","56","40","23","19","80","54","167","106","74","76","0","31","22","30","52","70","0","31","93","78","20","24","0","31","38","62","35","39","14915","651","12388","565","588","198","1659","331","2768","369","7373","538","2527","386","900","211","111","113","218","107","318","134","253","104","1627","307","222","156","222","109","491","161","692","204",
"860Z200US22556","ZCTA5 22556","7804","578","496","253","307","227","205","211","11","16","53","49","38","57","189","116","40","59","0","28","0","28","0","28","40","59","149","97","46","43","0","28","103","94","0","28","7308","538","6118","541","506","198","1136","248","1689","255","2787","389","1190","237","392","155","19","24","93","68","180","112","100","87","798","185","147","104","107","58","281","113","263","106",
"860Z200US22560","ZCTA5 22560","1752","188","221","92","58","38","7","9","24","27","14","18","13","19","163","80","42","44","28","43","14","22","0","19","0","19","121","63","35","48","38","51","44","45","4","7","1531","198","1236","160","32","25","426","154","495","105","283","105","295","105","39","32","19","22","4","7","16","20","0","19","256","105","51","45","88","56","65","43","52","59",
"860Z200US22567","ZCTA5 22567","980","185","38","51","38","51","0","13","38","51","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","942","177","826","173","127","96","143","82","304","127","252","97","116","69","44","48","0","13","18","23","26","42","0","13","72","60","36","51","22","27","14","18","0","13",
"860Z200US22572","ZCTA5 22572","1547","203","65","63","15","19","0","19","0","19","15","19","0","19","50","60","38","55","0","19","38","55","0","19","0","19","12","17","0","19","12","17","0","19","0","19","1482","188","1131","174","128","82","467","145","222","98","314","113","351","110","50","42","23","32","18","25","2","4","7","11","301","103","140","97","35","34","82","50","44","41",
"860Z200US22576","ZCTA5 22576","473","115","53","52","53","52","0","13","48","51","5","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","420","111","353","107","15","18","88","48","71","50","179","94","67","39","11","17","0","13","0","13","11","17","0","13","56","33","10","14","0","13","46","33","0","13",
"860Z200US22578","ZCTA5 22578","752","117","28","21","22","19","0","13","0","13","9","13","13","15","6","6","0","13","0","13","0","13","0","13","0","13","6","6","0","13","2","3","4","5","0","13","724","118","670","116","58","51","100","50","157","69","355","102","54","31","7","7","5","6","0","13","0","13","2","4","47","30","10","13","20","21","14","18","3","4",
"860Z200US22580","ZCTA5 22580","1489","250","58","41","15","17","4","10","7","10","4","10","0","19","43","36","15","22","0","19","15","22","0","19","0","19","28","41","0","19","28","41","0","19","0","19","1431","248","1137","271","197","83","300","131","228","96","412","201","294","106","130","78","17","27","95","72","13","17","5","9","164","70","6","11","80","45","60","49","18","32",
"860Z200US22601","ZCTA5 22601","6236","428","625","194","314","162","48","62","62","51","204","143","0","25","311","135","67","63","0","25","33","45","0","25","34","46","244","116","91","88","66","81","31","38","56","46","5611","408","3805","397","194","107","779","191","1104","273","1728","261","1806","326","505","210","112","80","245","168","33","40","115","88","1301","277","63","53","335","141","663","263","240","111",
"860Z200US22602","ZCTA5 22602","7995","401","381","125","130","83","81","69","14","21","9","15","26","35","251","111","23","29","0","28","0","28","23","29","0","28","228","107","93","61","66","67","59","61","10","17","7614","414","6082","445","257","118","1711","327","1922","334","2192","261","1532","264","510","194","171","131","104","67","128","93","107","86","1022","240","90","84","197","110","361","139","374","161",
"860Z200US22603","ZCTA5 22603","4300","474","166","98","38","40","0","21","8","13","30","38","0","21","128","86","9","16","0","21","0","21","0","21","9","16","119","84","52","53","26","39","41","43","0","21","4134","491","3642","500","326","165","934","211","1108","272","1274","342","492","172","148","74","28","30","23","33","50","49","47","37","344","147","0","21","172","109","39","32","133","109",
"860Z200US22610","ZCTA5 22610","487","114","38","45","2","6","0","13","0","13","2","6","0","13","36","44","7","13","7","13","0","13","0","13","0","13","29","42","0","13","29","42","0","13","0","13","449","117","411","114","42","38","140","67","113","62","116","49","38","32","11","18","0","13","0","13","11","18","0","13","27","28","0","13","8","13","12","19","7","14",
"860Z200US22611","ZCTA5 22611","2329","239","58","55","0","19","0","19","0","19","0","19","0","19","58","55","26","37","26","37","0","19","0","19","0","19","32","45","0","19","13","33","0","19","19","31","2271","248","1849","252","45","42","293","111","688","157","823","226","422","142","132","84","35","45","30","34","46","48","21","26","290","125","9","16","45","43","203","102","33","33",
"860Z200US22620","ZCTA5 22620","708","119","32","34","18","27","0","13","0","13","0","13","18","27","14","21","0","13","0","13","0","13","0","13","0","13","14","21","0","13","0","13","14","21","0","13","676","118","621","125","60","35","68","39","153","51","340","119","55","36","15","15","2","4","0","13","5","8","8","12","40","32","1","2","11","17","8","8","20","27",
"860Z200US22623","ZCTA5 22623","159","70","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","159","70","68","45","0","13","21","23","47","41","0","13","91","61","61","57","61","57","0","13","0","13","0","13","30","31","0","13","30","31","0","13","0","13",
"860Z200US22624","ZCTA5 22624","862","177","19","22","19","22","8","14","0","13","11","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","843","178","664","157","33","33","200","79","262","138","169","69","179","128","67","109","0","13","0","13","67","109","0","13","112","71","0","13","53","53","16","25","43","44",
"860Z200US22625","ZCTA5 22625","1047","190","21","34","21","34","0","13","0","13","21","34","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1026","188","879","181","21","32","239","143","349","182","270","102","147","81","109","66","0","13","109","66","0","13","0","13","38","41","24","36","14","23","0","13","0","13",
"860Z200US22627","ZCTA5 22627","190","73","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","190","73","159","69","0","13","55","46","13","20","91","53","31","37","5","8","0","13","5","8","0","13","0","13","26","36","0","13","0","13","0","13","26","36",
"860Z200US22630","ZCTA5 22630","9056","523","909","287","421","239","67","48","61","50","248","229","45","38","488","217","31","49","0","28","4","13","27","44","0","28","457","213","46","39","322","207","69","58","20","34","8147","560","6647","512","474","151","1714","285","2121","357","2338","384","1500","296","668","188","105","76","308","136","100","64","155","66","832","217","52","43","267","106","350","149","163","91",
"860Z200US22637","ZCTA5 22637","846","308","35","48","0","13","0","13","0","13","0","13","0","13","35","48","0","13","0","13","0","13","0","13","0","13","35","48","35","48","0","13","0","13","0","13","811","309","569","154","0","13","239","93","236","119","94","72","242","279","26","37","10","16","16","33","0","13","0","13","216","269","199","267","12","21","0","13","5","10",
"860Z200US22639","ZCTA5 22639","203","74","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","203","74","203","74","13","22","45","35","56","40","89","56","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22640","ZCTA5 22640","97","52","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","97","52","59","35","0","13","7","11","19","25","33","29","38","41","23","35","0","13","23","35","0","13","0","13","15","16","5","9","0","13","10","13","0","13",
"860Z200US22641","ZCTA5 22641","72","40","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","72","40","63","38","0","13","29","29","10","15","24","28","9","14","9","14","0","13","9","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22642","ZCTA5 22642","1159","212","56","46","15","24","0","13","15","24","0","13","0","13","41","40","16","26","16","26","0","13","0","13","0","13","25","30","0","13","0","13","16","26","9","14","1103","200","838","214","108","95","196","113","400","149","134","71","265","119","124","92","16","29","42","42","51","79","15","24","141","74","0","13","51","44","38","39","52","52",
"860Z200US22643","ZCTA5 22643","48","33","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","48","33","38","35","0","13","22","31","0","13","16","19","10","17","0","13","0","13","0","13","0","13","0","13","10","17","0","13","0","13","0","13","10","17",
"860Z200US22644","ZCTA5 22644","660","113","19","21","11","17","0","13","11","17","0","13","0","13","8","13","0","13","0","13","0","13","0","13","0","13","8","13","0","13","0","13","8","13","0","13","641","115","531","110","6","11","231","80","129","65","165","63","110","55","8","19","0","13","8","19","0","13","0","13","102","54","0","13","75","51","15","16","12","15",
"860Z200US22645","ZCTA5 22645","1158","177","116","94","5","9","5","9","0","13","0","13","0","13","111","93","11","17","11","17","0","13","0","13","0","13","100","94","0","13","18","22","32","41","50","79","1042","155","827","129","27","20","263","91","284","82","253","77","215","94","52","31","20","21","16","14","16","20","0","13","163","90","34","29","70","76","42","29","17","16",
"860Z200US22646","ZCTA5 22646","19","27","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","27","19","27","19","27","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22650","ZCTA5 22650","285","105","9","14","9","14","9","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","276","106","239","97","44","42","125","71","16","19","54","57","37","31","31","29","0","13","25","27","6","10","0","13","6","10","0","13","0","13","0","13","6","10",
"860Z200US22652","ZCTA5 22652","410","105","14","17","14","17","14","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","396","106","342","101","69","59","130","78","100","56","43","30","54","50","36","45","0","13","0","13","20","36","16","29","18","19","0","13","0","13","9","13","9","14",
"860Z200US22654","ZCTA5 22654","441","157","23","29","23","29","0","13","12","22","11","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","418","157","349","139","56","53","89","59","145","114","59","54","69","76","34","51","34","51","0","13","0","13","0","13","35","59","0","13","35","59","0","13","0","13",
"860Z200US22655","ZCTA5 22655","5799","428","196","89","51","37","0","25","21","17","4","8","26","33","145","78","39","35","26","31","11","15","2","4","0","25","106","66","27","35","15","17","47","49","17","20","5603","425","4540","431","323","165","1163","309","1325","260","1729","238","1063","247","386","167","15","25","163","100","148","90","60","60","677","199","85","75","214","105","167","89","211","109",
"860Z200US22656","ZCTA5 22656","1492","230","43","41","7","12","0","13","0","13","7","12","0","13","36","41","0","13","0","13","0","13","0","13","0","13","36","41","0","13","14","22","22","35","0","13","1449","225","1036","226","43","55","213","91","173","102","607","184","413","170","152","126","14","23","36","42","36","40","66","98","261","131","78","76","0","13","69","65","114","74",
"860Z200US22657","ZCTA5 22657","3003","250","169","87","41","49","0","21","0","21","41","49","0","21","128","71","23","37","0","21","23","37","0","21","0","21","105","64","0","21","34","44","38","41","33","44","2834","267","2064","312","140","92","796","219","578","177","550","151","770","244","179","101","25","34","100","82","28","42","26","36","591","230","18","30","100","69","454","227","19","23",
"860Z200US22660","ZCTA5 22660","512","131","44","40","23","24","12","21","11","13","0","13","0","13","21","32","0","13","0","13","0","13","0","13","0","13","21","32","0","13","21","32","0","13","0","13","468","133","287","89","19","22","163","63","65","47","40","34","181","100","82","90","1","3","81","90","0","13","0","13","99","61","3","7","17","23","14","17","65","57",
"860Z200US22663","ZCTA5 22663","249","82","39","39","0","13","0","13","0","13","0","13","0","13","39","39","20","31","2","10","18","28","0","13","0","13","19","17","13","13","0","13","6","13","0","13","210","68","166","57","0","13","27","25","76","44","63","39","44","41","9","14","0","13","9","14","0","13","0","13","35","39","0","13","5","9","0","13","30","38",
"860Z200US22664","ZCTA5 22664","2423","290","400","155","113","112","42","65","59","91","12","21","0","19","287","128","47","49","41","48","0","19","6","11","0","19","240","113","68","79","86","75","59","47","27","27","2023","294","1441","209","99","68","418","183","314","113","610","162","582","215","148","152","0","19","121","151","0","19","27","24","434","169","12","20","149","78","202","127","71","63",
"860Z200US22701","ZCTA5 22701","9547","538","727","248","242","120","21","33","174","113","4","8","43","44","485","213","0","28","0","28","0","28","0","28","0","28","485","213","124","125","122","68","69","81","170","159","8820","542","6272","505","392","149","1677","290","1973","285","2230","312","2548","422","700","232","50","53","150","103","350","197","150","94","1848","349","310","191","390","166","637","244","511","198",
"860Z200US22709","ZCTA5 22709","379","141","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","379","141","344","139","64","57","145","114","83","61","52","41","35","36","0","13","0","13","0","13","0","13","0","13","35","36","0","13","17","23","0","13","18","30",
"860Z200US22711","ZCTA5 22711","15","25","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","25","15","25","0","13","0","13","0","13","15","25","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22712","ZCTA5 22712","2376","240","129","78","74","53","26","36","42","48","6","9","0","19","55","51","0","19","0","19","0","19","0","19","0","19","55","51","38","44","0","19","4","9","13","21","2247","232","1726","201","213","95","411","108","552","137","550","131","521","119","172","79","19","31","51","37","73","48","29","29","349","101","0","19","188","87","76","46","85","52",
"860Z200US22713","ZCTA5 22713","512","146","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","512","146","423","136","4","9","165","84","106","84","148","87","89","87","17","27","0","13","17","27","0","13","0","13","72","83","0","13","20","33","52","76","0","13",
"860Z200US22714","ZCTA5 22714","232","89","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","232","89","185","78","5","9","56","45","28","28","96","63","47","50","31","43","0","13","4","10","27","41","0","13","16","26","0","13","16","26","0","13","0","13",
"860Z200US22715","ZCTA5 22715","488","133","1","5","0","13","0","13","0","13","0","13","0","13","1","5","0","13","0","13","0","13","0","13","0","13","1","5","0","13","0","13","1","5","0","13","487","132","368","146","55","76","94","57","99","79","120","96","119","75","41","48","0","13","41","48","0","13","0","13","78","57","25","41","7","10","29","40","17","26",
"860Z200US22716","ZCTA5 22716","402","186","22","39","0","13","0","13","0","13","0","13","0","13","22","39","0","13","0","13","0","13","0","13","0","13","22","39","0","13","0","13","22","39","0","13","380","184","232","110","11","19","38","33","137","108","46","39","148","151","0","13","0","13","0","13","0","13","0","13","148","151","0","13","0","13","130","149","18","29",
"860Z200US22718","ZCTA5 22718","247","121","4","9","4","9","4","9","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","243","121","198","115","68","88","53","47","54","38","23","25","45","41","27","35","0","13","21","33","0","13","6","12","18","27","0","13","18","27","0","13","0","13",
"860Z200US22719","ZCTA5 22719","50","45","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","50","45","46","42","26","31","13","23","0","13","7","16","4","9","0","13","0","13","0","13","0","13","0","13","4","9","0","13","0","13","0","13","4","9",
"860Z200US22720","ZCTA5 22720","325","105","4","8","4","8","0","13","0","13","0","13","4","8","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","321","104","312","104","0","13","111","72","111","91","90","44","9","14","0","13","0","13","0","13","0","13","0","13","9","14","0","13","0","13","0","13","9","14",
"860Z200US22722","ZCTA5 22722","125","112","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","125","112","125","112","14","25","80","107","19","35","12","23","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22723","ZCTA5 22723","27","30","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","27","30","27","30","0","13","0","13","16","26","11","18","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22724","ZCTA5 22724","636","208","42","59","42","59","0","13","0","13","0","13","42","59","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","594","190","535","186","4","13","191","161","123","66","217","98","59","54","41","47","0","13","0","13","19","34","22","33","18","23","10","16","0","13","8","14","0","13",
"860Z200US22725","ZCTA5 22725","6","11","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","11","6","11","0","13","0","13","0","13","6","11","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22726","ZCTA5 22726","216","89","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","216","89","216","89","0","13","70","51","56","46","90","57","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22727","ZCTA5 22727","1672","227","143","91","35","33","4","7","16","24","7","10","8","13","108","84","94","81","5","13","0","19","89","80","0","19","14","18","0","19","9","15","5","10","0","19","1529","227","1149","213","130","81","265","138","272","113","482","141","380","137","127","95","0","19","63","72","0","19","64","71","253","109","18","30","50","50","142","91","43","45",
"860Z200US22728","ZCTA5 22728","872","210","76","54","76","54","0","13","42","47","26","30","8","12","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","796","203","638","134","67","44","178","70","184","60","209","101","158","148","45","46","0","13","0","13","6","12","39","46","113","140","0","13","104","140","9","15","0","13",
"860Z200US22729","ZCTA5 22729","52","47","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","52","47","17","21","0","13","9","14","8","15","0","13","35","47","35","47","0","13","35","47","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22730","ZCTA5 22730","46","42","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","46","42","18","23","0","13","13","21","5","12","0","13","28","42","28","42","0","13","28","42","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22731","ZCTA5 22731","78","70","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","78","70","78","70","0","13","0","13","59","68","19","35","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22732","ZCTA5 22732","74","47","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","74","47","64","46","0","13","13","21","0","13","51","37","10","17","10","17","10","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22733","ZCTA5 22733","515","117","75","73","19","32","0","13","0","13","0","13","19","32","56","63","0","13","0","13","0","13","0","13","0","13","56","63","0","13","56","63","0","13","0","13","440","127","334","109","22","39","114","82","66","62","132","72","106","77","27","28","7","11","0","13","20","24","0","13","79","70","0","13","79","70","0","13","0","13",
"860Z200US22734","ZCTA5 22734","974","193","51","69","0","13","0","13","0","13","0","13","0","13","51","69","46","68","46","68","0","13","0","13","0","13","5","8","0","13","3","8","2","3","0","13","923","178","532","121","45","53","192","96","133","54","162","74","391","139","94","62","23","33","43","50","28","32","0","13","297","130","18","20","19","26","229","148","31","32",
"860Z200US22735","ZCTA5 22735","502","150","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","502","150","428","142","30","31","66","58","215","108","117","80","74","81","22","32","0","13","0","13","22","32","0","13","52","78","52","78","0","13","0","13","0","13",
"860Z200US22736","ZCTA5 22736","171","104","18","30","18","30","0","13","0","13","18","30","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","153","99","138","98","0","13","35","27","91","96","12","17","15","31","15","31","15","31","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22737","ZCTA5 22737","975","206","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","975","206","744","147","80","72","267","106","248","102","149","76","231","160","197","156","18","28","16","26","13","18","150","148","34","32","21","24","13","20","0","13","0","13",
"860Z200US22738","ZCTA5 22738","317","120","41","52","41","52","0","13","16","25","0","13","25","47","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","276","112","265","109","18","27","76","62","89","68","82","63","11","19","0","13","0","13","0","13","0","13","0","13","11","19","0","13","0","13","0","13","11","19",
"860Z200US22740","ZCTA5 22740","248","123","5","10","0","13","0","13","0","13","0","13","0","13","5","10","5","10","0","13","5","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","243","122","155","96","0","13","18","17","16","20","121","96","88","73","55","57","44","55","0","13","0","13","11","14","33","43","0","13","0","13","33","43","0","13",
"860Z200US22741","ZCTA5 22741","81","73","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","81","73","81","73","0","13","24","28","57","49","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22742","ZCTA5 22742","377","77","17","17","17","17","0","13","6","9","11","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","360","77","351","77","6","7","71","37","149","65","125","62","9","10","5","8","0","13","0","13","5","8","0","13","4","6","0","13","4","6","0","13","0","13",
"860Z200US22743","ZCTA5 22743","88","79","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","88","79","49","63","0","13","0","13","38","61","11","17","39","49","0","13","0","13","0","13","0","13","0","13","39","49","0","13","0","13","39","49","0","13",
"860Z200US22746","ZCTA5 22746","110","58","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","110","58","63","55","0","13","0","13","11","17","52","52","47","68","47","68","0","13","47","68","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22747","ZCTA5 22747","369","119","23","33","0","13","0","13","0","13","0","13","0","13","23","33","0","13","0","13","0","13","0","13","0","13","23","33","0","13","2","4","0","13","21","33","346","119","311","114","0","13","28","34","12","18","271","112","35","43","13","18","0","13","13","18","0","13","0","13","22","40","0","13","0","13","16","33","6","26",
"860Z200US22749","ZCTA5 22749","103","48","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","103","48","103","48","0","13","42","38","0","13","61","56","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22801","ZCTA5 22801","7511","549","691","224","297","137","89","77","107","106","38","50","63","56","394","193","0","28","0","28","0","28","0","28","0","28","394","193","58","59","159","128","155","132","22","37","6820","578","5105","493","329","126","800","252","1125","231","2851","336","1715","347","681","228","199","110","112","85","213","99","157","92","1034","247","79","65","264","138","279","108","412","169",
"860Z200US22802","ZCTA5 22802","6956","549","788","213","173","93","43","43","76","73","13","20","41","44","615","191","248","120","73","67","159","102","16","26","0","25","367","147","124","95","71","62","132","91","40","43","6168","519","4619","450","560","193","1276","257","1078","251","1705","302","1549","287","596","254","244","162","143","107","137","115","72","87","953","221","321","173","282","115","155","77","195","98",
"860Z200US22807","ZCTA5 22807","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19",
"860Z200US22810","ZCTA5 22810","145","92","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","145","92","124","91","0","13","12","10","66","70","46","54","21","23","0","13","0","13","0","13","0","13","0","13","21","23","0","13","0","13","0","13","21","23",
"860Z200US22811","ZCTA5 22811","133","66","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","133","66","91","56","16","20","39","33","21","30","15","27","42","45","7","14","7","14","0","13","0","13","0","13","35","43","8","13","27","40","0","13","0","13",
"860Z200US22812","ZCTA5 22812","2141","228","68","74","6","8","0","21","0","21","6","8","0","21","62","73","0","21","0","21","0","21","0","21","0","21","62","73","0","21","15","20","47","71","0","21","2073","252","1900","249","120","59","246","77","562","155","972","208","173","79","94","69","14","16","23","20","46","63","11","19","79","48","0","21","14","24","65","42","0","21",
