"GEO_ID","NAME","B17018_001E","B17018_001M","B17018_002E","B17018_002M","B17018_003E","B17018_003M","B17018_004E","B17018_004M","B17018_005E","B17018_005M","B17018_006E","B17018_006M","B17018_007E","B17018_007M","B17018_008E","B17018_008M","B17018_009E","B17018_009M","B17018_010E","B17018_010M","B17018_011E","B17018_011M","B17018_012E","B17018_012M","B17018_013E","B17018_013M","B17018_014E","B17018_014M","B17018_015E","B17018_015M","B17018_016E","B17018_016M","B17018_017E","B17018_017M","B17018_018E","B17018_018M","B17018_019E","B17018_019M","B17018_020E","B17018_020M","B17018_021E","B17018_021M","B17018_022E","B17018_022M","B17018_023E","B17018_023M","B17018_024E","B17018_024M","B17018_025E","B17018_025M","B17018_026E","B17018_026M","B17018_027E","B17018_027M","B17018_028E","B17018_028M","B17018_029E","B17018_029M","B17018_030E","B17018_030M","B17018_031E","B17018_031M","B17018_032E","B17018_032M","B17018_033E","B17018_033M","B17018_034E","B17018_034M","B17018_035E","B17018_035M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Income in the past 12 months below poverty level:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!Bachelor's degree or higher","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Male householder, no spouse present:!!Bachelor's degree or higher","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months below poverty level:!!Other families:!!Female householder, no spouse present:!!Bachelor's degree or higher","Estimate!!Total:!!Income in the past 12 months at or above poverty level:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Married-couple family:!!Bachelor's degree or higher","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Male householder, no spouse present:!!Bachelor's degree or higher","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Less than high school graduate","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Less than high school graduate","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!High school graduate (includes equivalency)","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!High school graduate (includes equivalency)","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Some college, associate's degree","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Some college, associate's degree","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Bachelor's degree or higher","Margin of Error!!Total:!!Income in the past 12 months at or above poverty level:!!Other families:!!Female householder, no spouse present:!!Bachelor's degree or higher",
"860Z200US20105","ZCTA5 20105","8780","659","53","50","20","34","0","28","20","34","0","28","0","28","33","38","11","17","0","28","11","17","0","28","0","28","22","34","0","28","0","28","0","28","22","34","8727","661","7790","623","102","160","141","94","951","274","6596","598","937","351","336","257","0","28","0","28","107","142","229","221","601","236","0","28","29","32","93","80","479","235",
"860Z200US20106","ZCTA5 20106","1098","209","51","42","25","25","0","13","15","22","0","13","10","19","26","32","0","13","0","13","0","13","0","13","0","13","26","32","0","13","13","21","13","23","0","13","1047","205","903","183","38","33","274","123","285","121","306","122","144","85","35","40","0","13","17","25","18","31","0","13","109","73","39","51","21","33","35","34","14","24",
"860Z200US20109","ZCTA5 20109","9837","807","727","205","171","94","81","62","53","69","10","15","27","27","556","187","57","57","29","46","0","28","28","37","0","28","499","190","282","161","126","80","42","47","49","57","9110","814","6537","760","750","246","1564","494","1655","367","2568","489","2573","463","1214","314","376","196","359","204","367","239","112","86","1359","326","265","112","202","92","495","173","397","266",
"860Z200US20110","ZCTA5 20110","11071","520","338","176","134","85","25","41","61","67","28","44","20","23","204","145","0","28","0","28","0","28","0","28","0","28","204","145","98","107","91","98","15","26","0","28","10733","523","8442","525","1040","285","1793","354","2065","335","3544","332","2291","377","801","249","124","84","301","165","162","79","214","115","1490","288","123","69","277","141","592","222","498","178",
"860Z200US20111","ZCTA5 20111","8799","432","447","177","149","110","71","68","0","28","0","28","78","91","298","149","68","65","26","37","11","21","31","51","0","28","230","139","30","35","162","129","22","32","16","23","8352","443","6187","437","1339","359","999","208","1394","274","2455","350","2165","403","820","328","71","82","221","167","356","211","172","139","1345","279","282","197","298","144","595","216","170","95",
"860Z200US20112","ZCTA5 20112","7846","489","183","88","125","68","67","56","0","25","25","32","33","29","58","56","28","39","0","25","7","19","0","25","21","32","30","37","0","25","21","34","0","25","9","16","7663","485","6842","465","119","59","620","172","1519","235","4584","424","821","193","259","99","14","20","56","50","109","75","80","49","562","161","26","26","61","56","288","131","187","92",
"860Z200US20115","ZCTA5 20115","2283","310","188","99","126","84","40","58","60","54","4","7","22","20","62","47","28","34","23","33","0","19","0","19","5","7","34","32","0","19","4","6","26","32","4","6","2095","312","1633","238","50","47","186","77","426","159","971","220","462","168","135","78","0","19","9","11","42","43","84","67","327","164","0","19","111","113","167","135","49","55",
"860Z200US20117","ZCTA5 20117","902","188","80","60","40","35","0","13","19","28","0","13","21","23","40","37","26","34","0","13","0","13","0","13","26","34","14","17","0","13","12","16","2","4","0","13","822","184","746","186","0","13","57","38","181","154","508","133","76","40","13","14","0","13","0","13","10","13","3","5","63","37","6","12","9","8","3","4","45","34",
"860Z200US20119","ZCTA5 20119","946","185","39","39","7","11","0","13","0","13","0","13","7","11","32","38","0","13","0","13","0","13","0","13","0","13","32","38","0","13","14","26","18","28","0","13","907","180","727","166","38","35","82","55","181","77","426","147","180","101","115","83","0","13","72","74","8","12","35","39","65","68","0","13","13","21","13","23","39","63",
"860Z200US20120","ZCTA5 20120","11128","668","619","274","370","165","36","40","36","55","93","91","205","106","249","223","8","12","0","28","0","28","0","28","8","12","241","223","0","28","184","213","11","17","46","74","10509","589","9079","574","276","138","1111","278","1335","271","6357","515","1430","300","539","198","42","54","85","61","139","104","273","115","891","204","12","20","181","98","161","80","537","158",
"860Z200US20121","ZCTA5 20121","6886","354","278","129","129","89","0","25","0","25","54","50","75","73","149","88","7","12","0","25","0","25","0","25","7","12","142","88","0","25","73","80","42","30","27","38","6608","365","5041","338","115","72","711","218","971","188","3244","334","1567","262","502","146","13","21","110","61","167","89","212","91","1065","212","118","113","98","54","374","121","475","131",
"860Z200US20124","ZCTA5 20124","4389","412","126","79","126","79","5","8","0","21","31","38","90","68","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","4263","408","4011","420","49","42","71","37","402","113","3489","412","252","91","51","40","0","21","0","21","8","14","43","38","201","88","0","21","33","33","13","22","155","81",
"860Z200US20129","ZCTA5 20129","177","91","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","177","91","177","91","0","13","0","13","0","13","177","91","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US20130","ZCTA5 20130","65","41","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","65","41","65","41","0","13","0","13","13","15","52","39","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US20132","ZCTA5 20132","4953","350","24","24","15","21","0","21","0","21","10","18","5","11","9","13","0","21","0","21","0","21","0","21","0","21","9","13","0","21","0","21","0","21","9","13","4929","350","4467","347","149","90","311","103","1061","245","2946","325","462","195","78","44","0","21","19","23","0","21","59","39","384","187","0","21","118","126","135","114","131","69",
"860Z200US20135","ZCTA5 20135","863","171","22","25","22","25","0","13","10","17","0","13","12","18","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","841","172","771","171","0","13","299","148","145","62","327","106","70","56","41","38","0","13","29","35","12","16","0","13","29","35","0","13","0","13","9","16","20","26",
"860Z200US20136","ZCTA5 20136","7847","439","51","37","51","37","0","28","9","15","11","18","31","29","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","7796","441","6581","440","102","67","596","215","1401","272","4482","362","1215","262","384","150","9","18","80","71","73","57","222","115","831","227","15","26","75","51","280","176","461","139",
"860Z200US20137","ZCTA5 20137","616","148","18","19","18","19","0","13","4","6","0","13","14","18","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","598","148","459","91","49","34","55","49","73","45","282","64","139","123","108","120","0","13","0","13","8","9","100","115","31","30","25","29","0","13","6","10","0","13",
"860Z200US20141","ZCTA5 20141","2202","232","31","32","11","18","0","19","0","19","11","18","0","19","20","26","0","19","0","19","0","19","0","19","0","19","20","26","0","19","0","19","0","19","20","26","2171","234","2034","240","27","25","215","166","390","99","1402","181","137","65","13","13","0","19","5","10","0","19","8","13","124","63","0","19","0","19","43","43","81","49",
"860Z200US20143","ZCTA5 20143","153","60","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","153","60","144","60","0","13","29","39","24","21","91","39","9","15","0","13","0","13","0","13","0","13","0","13","9","15","0","13","9","15","0","13","0","13",
"860Z200US20144","ZCTA5 20144","392","186","7","11","0","13","0","13","0","13","0","13","0","13","7","11","0","13","0","13","0","13","0","13","0","13","7","11","0","13","0","13","0","13","7","11","385","185","370","186","28","48","24","22","97","56","221","165","15","18","0","13","0","13","0","13","0","13","0","13","15","18","0","13","7","12","8","13","0","13",
"860Z200US20147","ZCTA5 20147","17082","674","378","144","257","131","0","31","93","71","63","79","101","83","121","87","0","31","0","31","0","31","0","31","0","31","121","87","0","31","30","39","30","50","61","64","16704","671","14612","653","241","135","646","184","2173","274","11552","610","2092","261","641","161","39","45","45","42","115","60","442","148","1451","235","46","54","252","139","406","133","747","135",
"860Z200US20148","ZCTA5 20148","17090","774","283","162","186","139","0","31","0","31","0","31","186","139","97","69","0","31","0","31","0","31","0","31","0","31","97","69","22","27","0","31","39","45","36","48","16807","741","15146","750","118","112","610","241","1855","413","12563","761","1661","327","640","225","0","31","75","81","132","90","433","200","1021","267","0","31","104","78","277","135","640","222",
"860Z200US20151","ZCTA5 20151","5493","364","141","73","79","53","0","25","0","25","35","26","44","46","62","48","0","25","0","25","0","25","0","25","0","25","62","48","46","45","0","25","16","20","0","25","5352","368","4604","362","222","122","488","135","691","167","3203","371","748","174","240","109","19","24","67","67","14","16","140","76","508","152","101","80","101","70","45","29","261","104",
"860Z200US20152","ZCTA5 20152","9537","508","344","168","185","130","0","28","63","90","0","28","122","101","159","95","19","23","0","28","0","28","0","28","19","23","140","96","17","27","8","12","8","13","107","92","9193","531","8137","553","84","57","343","116","1337","347","6373","509","1056","217","395","132","21","34","15","18","97","64","262","103","661","183","0","28","197","121","61","49","403","122",
"860Z200US20155","ZCTA5 20155","9714","659","195","84","107","64","6","8","17","26","32","37","52","39","88","62","0","28","0","28","0","28","0","28","0","28","88","62","0","28","0","28","57","49","31","46","9519","648","8367","591","85","64","772","213","1709","261","5801","551","1152","244","471","180","11","17","30","28","184","128","246","131","681","181","73","67","92","58","200","123","316","122",
"860Z200US20158","ZCTA5 20158","1247","225","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","1247","225","1063","229","17","17","142","146","168","61","736","187","184","103","53","36","8","13","8","12","17","28","20","15","131","95","0","13","20","24","61","79","50","31",
"860Z200US20164","ZCTA5 20164","9803","481","663","257","273","160","51","58","158","149","22","27","42","40","390","231","133","123","74","107","43","58","0","28","16","25","257","194","159","155","98","104","0","28","0","28","9140","449","7354","503","1241","317","882","259","1692","363","3539","407","1786","318","675","217","135","87","119","105","243","115","178","88","1111","257","90","80","388","148","264","149","369","103",
"860Z200US20165","ZCTA5 20165","8841","593","59","45","36","33","0","28","21","25","15","23","0","28","23","26","11","18","0","28","0","28","0","28","11","18","12","19","0","28","0","28","0","28","12","19","8782","591","7160","505","384","341","313","141","961","174","5502","406","1622","356","406","122","37","26","67","51","134","61","168","101","1216","330","21","23","60","60","465","221","670","190",
"860Z200US20166","ZCTA5 20166","3669","293","325","121","247","102","180","94","7","10","37","47","23","39","78","74","10","14","1","3","0","21","9","13","0","21","68","73","0","21","7","12","61","72","0","21","3344","306","2451","259","46","47","236","112","400","168","1769","258","893","235","356","152","16","33","55","66","140","80","145","99","537","189","8","12","58","44","166","122","305","129",
"860Z200US20169","ZCTA5 20169","7727","463","96","97","10","11","4","5","0","25","6","9","0","25","86","96","0","25","0","25","0","25","0","25","0","25","86","96","0","25","66","94","9","11","11","16","7631","477","6517","479","113","83","400","117","1197","222","4807","496","1114","215","388","153","47","83","63","62","87","70","191","98","726","181","26","28","66","72","151","94","483","146",
"860Z200US20170","ZCTA5 20170","10430","475","468","171","140","85","6","11","53","53","9","14","72","60","328","148","78","82","38","58","6","12","34","56","0","28","250","116","75","65","105","83","60","50","10","15","9962","502","8413","573","936","318","631","165","1171","264","5675","442","1549","301","783","231","148","127","196","111","66","49","373","142","766","183","70","62","109","71","134","60","453","140",
"860Z200US20171","ZCTA5 20171","13034","598","497","198","140","77","0","31","0","31","24","28","116","70","357","170","26","37","0","31","0","31","26","37","0","31","331","164","0","31","34","55","37","39","260","143","12537","568","11031","524","81","66","352","109","1068","203","9530","515","1506","288","683","231","52","48","261","165","96","65","274","128","823","189","20","25","215","101","185","93","403","128",
"860Z200US20175","ZCTA5 20175","8257","532","360","157","179","98","27","40","77","78","18","29","57","46","181","125","0","28","0","28","0","28","0","28","0","28","181","125","118","108","0","28","23","39","40","41","7897","508","6597","477","68","54","447","189","1148","230","4934","372","1300","323","640","262","200","199","39","44","31","38","370","176","660","189","14","18","211","113","123","90","312","123",
"860Z200US20176","ZCTA5 20176","13116","562","399","188","112","66","0","31","36","40","14","23","62","47","287","183","76","122","0","31","76","122","0","31","0","31","211","143","76","116","35","32","33","46","67","62","12717","605","11025","603","429","205","641","245","1984","319","7971","600","1692","318","590","244","0","31","173","124","127","131","290","130","1102","244","119","84","131","90","267","155","585","189",
"860Z200US20180","ZCTA5 20180","2055","247","35","18","17","18","0","19","0","19","15","18","2","4","18","15","0","19","0","19","0","19","0","19","0","19","18","15","8","12","7","9","3","7","0","19","2020","246","1841","241","39","36","284","81","313","90","1205","217","179","73","84","56","3","5","19","20","45","46","17","17","95","43","2","5","11","12","29","23","53","34",
"860Z200US20181","ZCTA5 20181","2607","358","21","22","5","7","0","21","0","21","5","7","0","21","16","21","13","18","13","18","0","21","0","21","0","21","3","8","3","8","0","21","0","21","0","21","2586","357","2205","345","113","67","316","112","746","288","1030","179","381","144","98","58","10","17","28","30","5","10","55","42","283","128","11","16","128","92","85","66","59","54",
"860Z200US20184","ZCTA5 20184","124","106","12","21","12","21","0","13","0","13","12","21","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","112","103","102","102","88","99","0","13","14","24","0","13","10","18","0","13","0","13","0","13","0","13","0","13","10","18","10","18","0","13","0","13","0","13",
"860Z200US20186","ZCTA5 20186","3710","264","78","66","19","25","19","25","0","21","0","21","0","21","59","62","0","21","0","21","0","21","0","21","0","21","59","62","0","21","0","21","33","44","26","44","3632","265","2710","263","68","45","330","130","724","193","1588","240","922","204","214","104","7","11","92","85","70","51","45","38","708","187","73","67","218","102","192","104","225","111",
"860Z200US20187","ZCTA5 20187","5080","377","51","44","0","21","0","21","0","21","0","21","0","21","51","44","0","21","0","21","0","21","0","21","0","21","51","44","0","21","0","21","33","37","18","25","5029","376","4230","389","80","53","443","132","929","206","2778","331","799","221","271","165","0","21","39","46","150","137","82","67","528","148","16","23","114","60","194","123","204","110",
"860Z200US20190","ZCTA5 20190","4988","513","316","148","212","125","58","85","38","36","0","25","116","92","104","72","18","26","18","26","0","25","0","25","0","25","86","66","0","25","18","26","30","31","38","48","4672","520","3828","482","61","51","219","97","422","151","3126","471","844","172","269","100","28","33","21","27","56","48","164","84","575","140","29","46","71","60","142","76","333","115",
"860Z200US20191","ZCTA5 20191","7929","439","338","184","98","75","28","24","58","70","0","25","12","15","240","160","0","25","0","25","0","25","0","25","0","25","240","160","39","58","43","71","95","104","63","89","7591","418","5904","328","262","113","400","158","645","160","4597","335","1687","321","631","231","55","61","170","145","48","40","358","144","1056","253","97","69","105","62","481","210","373","127",
"860Z200US20194","ZCTA5 20194","3313","231","94","63","21","24","0","21","0","21","0","21","21","24","73","59","42","47","0","21","0","21","0","21","42","47","31","46","0","21","31","46","0","21","0","21","3219","235","2733","213","0","21","90","53","261","90","2382","197","486","106","200","84","0","21","0","21","46","46","154","65","286","79","11","17","0","21","34","29","241","75",
"860Z200US20197","ZCTA5 20197","654","196","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","654","196","651","196","0","13","5","10","142","89","504","173","3","11","0","13","0","13","0","13","0","13","0","13","3","11","0","13","1","7","2","8","0","13",
"860Z200US20198","ZCTA5 20198","572","115","39","47","0","13","0","13","0","13","0","13","0","13","39","47","0","13","0","13","0","13","0","13","0","13","39","47","0","13","0","13","12","20","27","41","533","114","477","103","3","6","125","100","119","58","230","104","56","44","47","42","0","13","4","7","43","41","0","13","9","13","0","13","1","2","0","13","8","13",
"860Z200US22003","ZCTA5 22003","13969","573","953","322","434","253","23","25","71","62","53","58","287","234","519","216","128","139","35","54","93","127","0","31","0","31","391","162","266","160","66","58","28","33","31","34","13016","566","9892","563","478","200","1302","276","1718","293","6394","376","3124","375","996","266","188","126","77","56","219","95","512","163","2128","336","426","182","575","185","457","167","670","168",
"860Z200US22015","ZCTA5 22015","11885","439","183","64","128","53","19","21","39","32","29","27","41","25","55","39","7","12","0","28","0","28","0","28","7","12","48","36","0","28","9","14","29","31","10","13","11702","443","9843","466","330","153","480","158","1403","220","7630","483","1859","268","571","153","8","12","103","78","130","80","330","103","1288","205","111","68","133","80","268","81","776","143",
"860Z200US22025","ZCTA5 22025","4957","388","97","62","57","51","0","21","23","32","11","16","23","37","40","41","10","17","0","21","0","21","0","21","10","17","30","38","0","21","0","21","0","21","30","38","4860","385","3922","396","75","67","357","170","929","217","2561","323","938","217","275","117","0","21","73","63","50","43","152","88","663","169","33","33","91","51","181","109","358","138",
"860Z200US22026","ZCTA5 22026","4647","381","363","159","103","76","67","63","14","21","22","25","0","21","260","167","0","21","0","21","0","21","0","21","0","21","260","167","15","25","13","26","196","151","36","52","4284","350","2930","349","166","111","425","139","987","262","1352","246","1354","259","466","173","86","85","57","56","103","73","220","119","888","208","110","76","170","111","425","166","183","105",
"860Z200US22027","ZCTA5 22027","591","156","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","591","156","587","156","58","80","0","13","12","19","517","154","4","9","0","13","0","13","0","13","0","13","0","13","4","9","0","13","0","13","4","9","0","13",
"860Z200US22030","ZCTA5 22030","13777","664","530","190","244","124","76","88","18","20","78","70","72","44","286","166","151","137","77","88","72","110","0","31","2","15","135","68","59","44","27","31","14","23","35","36","13247","688","11489","700","590","207","461","134","1546","278","8892","615","1758","251","585","160","15","24","184","102","143","106","243","110","1173","220","20","24","204","118","154","71","795","172",
"860Z200US22031","ZCTA5 22031","8714","599","472","142","277","131","115","74","17","25","16","27","129","97","195","93","50","46","0","28","0","28","31","32","19","32","145","90","10","30","31","50","40","53","64","56","8242","597","6810","557","71","57","465","166","621","155","5653","560","1432","299","687","238","0","28","97","78","52","63","538","219","745","154","9","14","105","86","225","112","406","137",
"860Z200US22032","ZCTA5 22032","7968","450","153","69","57","41","0","25","0","25","5","9","52","40","96","53","0","25","0","25","0","25","0","25","0","25","96","53","0","25","0","25","32","26","64","46","7815","450","6767","438","65","46","317","118","1076","183","5309","451","1048","223","288","80","22","22","14","16","64","46","188","68","760","202","33","51","137","69","196","168","394","102",
"860Z200US22033","ZCTA5 22033","9947","426","469","190","277","194","18","28","4","7","21","30","234","188","192","107","131","104","0","28","93","94","0","28","38","44","61","44","0","28","6","10","29","36","26","26","9478","420","7833","437","93","77","657","208","1172","229","5911","425","1645","267","436","164","19","30","46","77","102","57","269","115","1209","222","14","20","140","89","329","125","726","182",
"860Z200US22035","ZCTA5 22035","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US22039","ZCTA5 22039","5098","339","43","34","43","34","0","21","0","21","6","12","37","31","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","5055","343","4852","343","37","50","208","120","444","158","4163","348","203","103","42","49","0","21","0","21","0","21","42","49","161","85","0","21","0","21","13","13","148","84",
"860Z200US22041","ZCTA5 22041","6254","476","989","334","572","216","127","108","133","103","146","97","166","131","417","266","69","90","52","87","0","25","17","24","0","25","348","261","224","229","22","33","36","52","66","53","5265","400","3816","342","360","130","456","163","892","190","2108","292","1449","270","664","195","238","137","97","90","57","62","272","124","785","195","123","78","91","70","161","83","410","149",
"860Z200US22042","ZCTA5 22042","8222","568","346","172","229","125","62","55","96","89","27","33","44","55","117","109","51","58","37","55","14","18","0","28","0","28","66","89","0","28","66","89","0","28","0","28","7876","558","6050","549","586","178","699","217","763","204","4002","427","1826","345","818","257","323","190","186","147","153","95","156","82","1008","228","112","88","171","95","215","109","510","182",
"860Z200US22043","ZCTA5 22043","6425","394","276","106","124","86","0","25","97","84","9","12","18","22","152","70","0","25","0","25","0","25","0","25","0","25","152","70","66","61","19","19","0","25","67","46","6149","388","4915","336","179","115","170","85","551","144","4015","317","1234","318","379","174","28","44","29","48","20","23","302","152","855","258","89","80","184","151","206","148","376","107",
"860Z200US22044","ZCTA5 22044","3209","327","359","144","189","113","85","89","39","44","0","21","65","66","170","106","21","32","21","32","0","21","0","21","0","21","149","105","149","105","0","21","0","21","0","21","2850","295","2235","279","302","183","206","110","327","131","1400","192","615","217","248","140","63","75","22","31","66","88","97","81","367","142","71","70","74","62","118","90","104","55",
